"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모","관광숙박업상세명"
"3220000","CDFI2260032015000006","20150915","","01","영업/정상","13","영업중","","","","","02-555-4204","","","서울특별시 강남구 역삼동 819-9번지 ","'서울특별시 강남구 강남대로92길 13 (역삼동 Jerry s planet Building)'","06134","더제리스플래닛 호텔","20150915095531","I","2018-08-31 23:59:59.0","","202451.742958279    ","444092.87549641     ","관광숙박업","","일반상업지역","14","기타","","","호텔","10","4","42","3506","The Jerry's Planet  Hotel","TOURIST HOTEL BUSINESS","","","","","","","","","","","","","","","","","","","","","","관광호텔업"
"3220000","CDFI2260032015000005","20150831","","01","영업/정상","13","영업중","","","","","02-564-8342","","","서울특별시 강남구 역삼동 677-8번지 ","'서울특별시 강남구 테헤란로37길 13-8 (역삼동 디엔에스리치빌)'","06142","인더시티호스텔","20190731145323","U","2019-08-02 02:40:00.0","","203467.667642123    ","444535.854061853    ","관광숙박업","","일반상업지역","16","기타","","","근린생활시설","13","3","","","INN THE CITY HOSTEL","HOSTEL BUSINESS","","","","","","","","498.64","","","","","","","","","","","","","499","호스텔업"
"3220000","CDFI2260032015000003","20150608","","01","영업/정상","13","영업중","","","","","000205536655","","135915","서울특별시 강남구 역삼동 677-9번지 ","서울특별시 강남구 테헤란로37길 13-10 (역삼동)","06142","리치웰 호텔(Richwell Hotel)","20170317140717","I","2018-08-31 23:59:59.0","","203451.550821003    ","444529.420299492    ","관광숙박업","","상업지역","17","","","","숙박시설","14","3","","","","","","","","","","","","3227.77","","","","","","","","","200000000","","","","3228","관광호텔업"
"3220000","CDFI2260032015000001","20150203","","01","영업/정상","13","영업중","","","","","02-2058-1000","","135964","서울특별시 강남구 개포동 1229-14번지 ","서울특별시 강남구 논현로 66 (개포동)","06307","호텔 데님(Hotel Denim)","20150203100837","I","2018-08-31 23:59:59.0","","204053.596300672    ","441557.179656218    ","관광숙박업","","준주거지역","12","주택가주변","","","호텔","8","4","","","","","","","","","","","","7500.02","","","","","","","","","13000000000","","","","7500","관광호텔업"
"3220000","CDFI2260032014000003","20141010","","01","영업/정상","13","영업중","","","","","02-508-6247~9","","135915","서울특별시 강남구 역삼동 678-14번지 에이치 에비뉴 호텔 역삼 ","'서울특별시 강남구 테헤란로29길 12 (역삼동 에이치 에비뉴 호텔 역삼)'","06141","에이치 에비뉴 호텔 역삼(H AVENUE HOTEL YEOKSAM)","20171214133929","I","2018-08-31 23:59:59.0","","203355.625966004    ","444476.290241009    ","관광숙박업","","상업지역","11","기타","","","숙박시설","10","1","","","","","","","","","","","","1987.57","","","","","","","","","2922257940","","","","1988","관광호텔업"
"3220000","CDFI2260032014000002","20141003","","01","영업/정상","13","영업중","","","","","02-510-9752","","135957","서울특별시 강남구 청담동 131번지 알로프트 서울 강남 호텔 ","'서울특별시 강남구 영동대로 736 (청담동 알로프트 서울 강남 호텔)'","06075","알로프트 서울 강남 호텔","20141003001404","I","2018-08-31 23:59:59.0","","204850.302981167    ","446835.931404503    ","관광숙박업","","일반상업지역","18","주택가주변","","","숙박시설","15","3","","","","","","","","","","","","10200.01","","","","","","","","","1000000000","","","","10200","관광호텔업"
"3220000","CDFI2260032003000001","20030313","","03","폐업","03","폐업","20121218","","","","3015-7711","","135957","서울특별시 강남구 청담동 129-3번지 ","서울특별시 강남구 도산대로 549  (청담동)","","블루펄관광호텔","20121220214849","I","2018-08-31 23:59:59.0","","204690.660161464    ","447075.512360873    ","관광숙박업","관광사업","","12","","","","","10","2","","","","","","","","","","","","4997.88","","","","","","","","","","","","","4998",""
"3220000","CDFI2260032015000009","20151120","","01","영업/정상","13","영업중","","","","","025581202","","","서울특별시 강남구 역삼동 642-2","서울특별시 강남구 테헤란로25길 6-13 (역삼동)","06132","베니키아 강남 노블레스 호텔","20201228103016","U","2019-11-01 21:00:00.0","","203095.187072133","444354.430359109","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3220000","CDFI2260032001000002","20011226","","03","폐업","03","폐업","20150514","","","","544-6623","","135894","서울특별시 강남구 신사동 614-1번지 ","서울특별시 강남구 압구정로 206  (신사동)","","팝그린 관광호텔","20150519102833","I","2018-08-31 23:59:59.0","","202545.595431159    ","447231.954885143    ","관광숙박업","관광사업","주거지역","6","기타","","","호텔","5","2","","","","","","","","","","","","5297.78","","","","","","","","","","","","","5298",""
"3220000","CDFI2260031993000001","19930825","","03","폐업","03","폐업","20130101","","","","567-1101","","","서울특별시 강남구 역삼동 603번지 ","'서울특별시 강남구 봉은사로 130 (역삼동 노보텔 앰배서더 강남 서울)'","06124","노보텔앰버서더강남","20181024095714","U","2018-10-26 02:36:00.0","","202482.701418444    ","444787.812950605    ","관광숙박업","관광사업","","22","","","","호텔","16","6","","","","","","","","","","","","41813.27","","","","","","","","","","","","","41813",""
"3220000","CDFI2260031992000001","19920410","","03","폐업","03","폐업","20170330","","","","3444-7777","","","서울특별시 강남구 청담동 129번지 ","'서울특별시 강남구 도산대로 551 (청담동 엘루이호텔)'","06013","호텔엘루이","20170330222515","I","2018-08-31 23:59:59.0","","204727.226766126    ","447092.815391301    ","관광숙박업","관광사업","","18","","","","호텔","13","5","","","","","","","","","","","","17318.29","","","","","","","","","","","","","17318",""
"3220000","CDFI2260031989000002","19891220","","03","폐업","03","폐업","20180801","","","","540-3041","","","서울특별시 강남구 논현동 202-7번지 ","'서울특별시 강남구 봉은사로 125 (논현동 다이내스티관광호텔)'","06120","다이내스티관광호텔","20180801131420","I","2018-08-31 23:59:59.0","","202355.753693054    ","444839.725721091    ","관광숙박업","관광사업","","","","","","","","","","","","","","","","","","","","5682.6","","","","","","","","","","","","","5683",""
"3220000","CDFI2260031988000003","19881208","","03","폐업","03","폐업","20160815","","","","555-7575","","","서울특별시 강남구 삼성동 141-10번지 ","'서울특별시 강남구 테헤란로63길 9 (삼성동 그린그래스관광호텔)'","06162","그린그래스관광호텔","20160819174047","I","2018-08-31 23:59:59.0","","204369.881017555    ","444844.447866296    ","관광숙박업","관광사업","상업지역","","기타","","","호텔","10","3","","","","","","","","","","","","8360.61","","","","","","","","","","","","","8361",""
"3220000","CDFI2260031988000001","19880603","","03","폐업","03","폐업","20170112","","","","","","","서울특별시 강남구 역삼동 676번지 ","'서울특별시 강남구 테헤란로 237 (역삼동 삼부오피스빌딩)'","06142","벨레상스 서울 호텔","20170112160821","I","2018-08-31 23:59:59.0","","203599.062771687    ","444556.062267296    ","관광숙박업","관광사업","","26","","","","호텔","24","2","","","","","","","","","","","","72205.69","","","","","","","","","","","","","72206",""
"3220000","CDFI2260031985000001","19850221","","03","폐업","03","폐업","20060703","","","","","","135957","서울특별시 강남구 청담동 129-7번지 ","서울특별시 강남구 압구정로79길 76  (청담동)","","호텔프리마Ⅱ","20060704140433","I","2018-08-31 23:59:59.0","","204674.246980043    ","447041.788168808    ","관광숙박업","관광사업","","12","","","","호텔","10","2","","","","","","","","","","","","5547.38","","","","","","","","","","","","","5547",""
"3220000","CDFI2260032012000001","20120117","","03","폐업","03","폐업","20191017","","","","02-521-6727","","135839","서울특별시 강남구 대치동 ","서울특별시 강남구 선릉로90길 46 (대치동)","06193","제이비스호텔","20191017172648","U","2019-10-19 02:40:00.0","","204608.135          ","444745.055          ","관광숙박업","","상업지역","10","유흥업소밀집지역","","","숙박시설","9","1","","","","","","","","","","","","1895.83","","","","","","","","","8000000000","","","","1896",""
"3220000","CDFI2260032008000001","20081103","","03","폐업","03","폐업","20180713","","","","508-5552","","","서울특별시 강남구 역삼동 662-7번지 ","서울특별시 강남구 언주로 547 (역삼동)","06138","케이팝호텔","20180713164704","I","2018-08-31 23:59:59.0","","203468.913964504    ","444937.661021993    ","관광숙박업","관광사업","일반상업지역","20","주택가주변","","","호텔","14","6","","","","","","","","","","","","13593.54","","","","","","","","","","","","","13594",""
"3220000","CDFI2260032003000006","20030110","","03","폐업","03","폐업","20160412","","","","","","","서울특별시 강남구 역삼동 606-22번지 606-28 ","서울특별시 강남구 논현로 561 (역삼동)","06125","베네치아 관광호텔","20160412092710","I","2018-08-31 23:59:59.0","","202926.269503869    ","444872.917702388    ","관광숙박업","관광사업","일반주거지역","7","기타","","","호텔","6","1","","","","","","","","","","","","2137.27","","","","","","","","","","","","","2137",""
"3220000","CDFI2260032016000008","20160808","","03","폐업","03","폐업","20180104","","","","0216612850","","","서울특별시 강남구 논현동 80-24번지 ","'서울특별시 강남구 논현로 716 34층 (논현동 한솔빌딩)'","06051","한솔 호스텔","20180104115213","I","2018-08-31 23:59:59.0","","202589.7            ","445979.625          ","관광숙박업","","일반주거지역","6","기타","","","숙박시설","5","1","","","","","","","","","","","","290.82","","","","","","","","","","","","","291","호스텔업"
"3220000","CDFI2260031997000001","19971230","","02","휴업","02","휴업","","20180701","20210630","","542-0112","","","서울특별시 강남구 논현동 6번지 6-1 ","'서울특별시 강남구 도산대로 144 (논현동 영동관광호텔)'","06040","영동관광호텔","20180628150700","I","2018-08-31 23:59:59.0","","202108.433846703    ","446160.618240423    ","관광숙박업","관광사업","","","","","","","","","","","","","","","","","","","","7921.25","","","","","","","","","","","","","7921",""
"3220000","CDFI2260032004000001","20040513","","02","휴업","02","휴업","","20200312","20211231","","511-4306","","","서울특별시 강남구 논현동 18-2","서울특별시 강남구 강남대로 588 (논현동 렉스관광호텔)","06043","렉스 관광 호텔","20210218104904","U","2020-12-01 22:00:00.0","","201746.195","445794.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3220000","CDFI2260032020000001","20200401","","01","영업/정상","13","영업중","","","","","2175-9000","","","서울특별시 강남구 삼성동 168-3번지 유니온타워 ","'서울특별시 강남구 영동대로 506 유니온타 (삼성동)'","06173","신라스테이 삼성","20200401173744","I","2020-04-03 00:23:21.0","","205513.023202982    ","445316.784823869    ","관광숙박업","","","23","","","","","19","4","","","","","","","","","","","","18526.43","","","","","","","","","","","","","18526","관광호텔업"
"3220000","CDFI2260032018000005","20180914","","01","영업/정상","13","영업중","","","","","517-8833","","","서울특별시 강남구 논현동 74번지 PATIO7 ","'서울특별시 강남구 논현로 736 PATIO7 (논현동)'","06049","파티오7","20200314170743","U","2020-03-17 02:40:00.0","","202516.646578688    ","446175.67162737     ","관광숙박업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","호스텔업"
"3220000","CDFI2260032001000001","20011030","","01","영업/정상","13","영업중","","","","","02-3466-8012","","","서울특별시 강남구 삼성동 159번지 ","'서울특별시 강남구 영동대로 511 (삼성동 트레이드타워)'","06164","호텔 오크우드 프리미어","20160404175333","I","2018-08-31 23:59:59.0","","205130.591678902    ","445590.096837802    ","관광숙박업","관광사업","일반상업지역","31","기타","","","숙박시설","26","5","280","55869","","","","","","","","","","55868.53","","","","","","","","","","","","","55869","가족호텔업"
"3220000","CDFI2260031999000001","19990921","","01","영업/정상","13","영업중","","","","","555-5656","","","서울특별시 강남구 삼성동 159번지 ","'서울특별시 강남구 영동대로 511 (삼성동 트레이드타워)'","06164","인터컨티넨탈 서울 코엑스","20190110123401","U","2019-01-12 02:40:00.0","","205130.591678902    ","445590.096837802    ","관광숙박업","관광사업","","37","","","","호텔","33","4","","","","","","","","","","","","109069.9","","","","","","","","","","","","","109070",""
"3220000","CDFI2260031998000001","19980827","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 신사동 527-2번지 ","'서울특별시 강남구 도산대로1길 83 (신사동 까사미아호텔)'","06027","뉴삼화호텔","20150821162644","I","2018-08-31 23:59:59.0","","201658.416590861    ","446639.566102925    ","관광숙박업","관광사업","일반주거지역","5","기타","","","숙박시설","4","1","","","","","","","","","","","","3017.7","","","","","","","","","","","","","3018",""
"3220000","CDFI2260031994000001","19940330","","01","영업/정상","13","영업중","","","","","545-0015","","","서울특별시 강남구 청담동 132-17번지 ","서울특별시 강남구 영동대로 712 (청담동)","06075","라비타 호텔","20180523180608","I","2018-08-31 23:59:59.0","","204964.378144648    ","446579.714676861    ","관광숙박업","관광사업","일반주거지역","","기타","","","호텔","7","1","","","","","","","","","","","","2848.67","","","","","","","","","","","","","2849",""
"3220000","CDFI2260031993000003","19930825","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 역삼동 603번지 ","'서울특별시 강남구 봉은사로 130 (역삼동 노보텔 앰배서더 강남 서울)'","06124","노보텔 앰배서더 강남","20190403133742","U","2019-04-05 02:40:00.0","","202482.701418444    ","444787.812950605    ","관광숙박업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3220000","CDFI2260031989000001","19890912","","01","영업/정상","13","영업중","","","","","3440-8000","","","서울특별시 강남구 논현동 248-7번지 ","'서울특별시 강남구 언주로 640 (논현동 임페리얼팰리스호텔)'","06098","임피리얼팰리스호텔","20160705172034","I","2018-08-31 23:59:59.0","","203102.074986325    ","445751.652027981    ","관광숙박업","관광사업","","15","","","","호텔","11","4","","","","","","","","","","","","19601","","","","","","","","","","","","","19601",""
